#
# $FreeBSD$
#
#	Name:             BIG5 to Unicode table (complete)
#	Unicode version:  1.1
#	Table version:    0.0d3
#	Table format:     Format A
#	Date:             11 February 1994
#
#	Copyright (c) 1991-1994 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on magnetic media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Recipient is granted the right to make copies in any form for
#	internal distribution and to freely use the information supplied
#	in the creation of products supporting Unicode.  Unicode, Inc.
#	specifically excludes the right to re-distribute this file directly
#	to third parties or other organizations whether for profit or not.
#
#	General notes:
#
#
# This table contains one set of mappings from BIG5 into Unicode.
# Note that these data are *possible* mappings only and may not be the
# same as those used by actual products, nor may they be the best suited
# for all uses.  For more information on the mappings between various code
# pages incorporating the repertoire of BIG5 and Unicode, consult the
# VENDORS mapping data.  Normative information on the mapping between
# BIG5 and Unicode may be found in the Unihan.txt file in the
# latest Unicode Character Database.
#
# If you have carefully considered the fact that the mappings in
# this table are only one possible set of mappings between BIG5 and
# Unicode and have no normative status, but still feel that you
# have located an error in the table that requires fixing, you may
# report any such error to errata@unicode.org.
#
#	WARNING!  It is currently impossible to provide round-trip compatibility
#		between BIG5 and Unicode.  
#
#	A number of characters are not currently mapped because
#		of conflicts with other mappings.  They are as follows:
#
#       BIG5        Description                    Comments
#
#       0xA15A      SPACING UNDERSCORE             duplicates A1C4
#       0xA1C3      SPACING HEAVY OVERSCORE        not in Unicode
#       0xA1C5      SPACING HEAVY UNDERSCORE       not in Unicode
#       0xA1FE      LT DIAG UP RIGHT TO LOW LEFT   duplicates A2AC
#       0xA240      LT DIAG UP LEFT TO LOW RIGHT   duplicates A2AD
#       0xA2CC      HANGZHOU NUMERAL TEN           conflicts with A451 mapping
#       0xA2CE      HANGZHOU NUMERAL THIRTY        conflicts with A4CA mapping
#
#	We currently map all of these characters to U+FFFD REPLACEMENT CHARACTER.
#		It is also possible to map these characters to their duplicates, or to
#		the user zone.  
#	
#	Notes:
#
#	1. In addition to the above, there is some uncertainty about the
#       mappings in the range C6A1 - C8FE, and F9DD - F9FE.  The ETEN
#	version of BIG5 organizes the former range differently, and adds
#	additional characters in the latter range.  The correct mappings
#	these ranges need to be determined.
#
#	2.  There is an uncertainty in the mapping of the Big Five character
#	0xA3BC.  This character occurs within the Big Five block of tone marks
#	for bopomofo and is intended to be the tone mark for the first tone in
#	Mandarin Chinese.  We have selected the mapping U+02C9 MODIFIER LETTER
#	MACRON (Mandarin Chinese first tone) to reflect this semantic.  
#	However, because bopomofo uses the absense of a tone mark to indicate
#	the first Mandarin tone, most implementations of Big Five represent
#	this character with a blank space, and so a mapping such as U+2003 EM
#	SPACE might be preferred.  
#
#	Format:  Three tab-separated columns
#		 Column #1 is the BIG5 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3  is the Unicode name (follows a comment sign, '#')
#			The official names for Unicode characters U+4E00
#			to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#			where XXXX is the code point.  Including all these
#			names in this file increases its size substantially
#			and needlessly.  The token "<CJK>" is used for the
#			name of these characters.  If necessary, it can be
#			expanded algorithmically by a parser or editor.
#
#	The entries are in BIG5 order
#
#
0xA140	0x3000	# IDEOGRAPHIC SPACE
0xB2A4	0x7565	# <CJK>
0xB2A5	0x7566	# <CJK>
0xB2A6	0x7562	# <CJK>
0xB2A7	0x7570	# <CJK>
0xB2A8	0x758F	# <CJK>
0xB2A9	0x75D4	# <CJK>
0xB2AA	0x75D5	# <CJK>
0xB2AB	0x75B5	# <CJK>
0xB2AC	0x75CA	# <CJK>
0xB2AD	0x75CD	# <CJK>
0xB2AE	0x768E	# <CJK>
0xB2AF	0x76D4	# <CJK>
0xB2B0	0x76D2	# <CJK>
0xB2B1	0x76DB	# <CJK>
0xB2B2	0x7737	# <CJK>
0xB2B3	0x773E	# <CJK>
0xB2B4	0x773C	# <CJK>
0xB2B5	0x7736	# <CJK>
0xB2B6	0x7738	# <CJK>
0xB2B7	0x773A	# <CJK>
0xB2B8	0x786B	# <CJK>
0xB2B9	0x7843	# <CJK>
0xB2BA	0x784E	# <CJK>
0xB2BB	0x7965	# <CJK>
0xB2BC	0x7968	# <CJK>
0xB2BD	0x796D	# <CJK>
0xB2BE	0x79FB	# <CJK>
0xB2BF	0x7A92	# <CJK>
0xB2C0	0x7A95	# <CJK>
0xB2C1	0x7B20	# <CJK>
0xB2C2	0x7B28	# <CJK>
0xB2C3	0x7B1B	# <CJK>
0xB2C4	0x7B2C	# <CJK>
0xB2C5	0x7B26	# <CJK>
0xB2C6	0x7B19	# <CJK>
0xB2C7	0x7B1E	# <CJK>
0xB2C8	0x7B2E	# <CJK>
0xB2C9	0x7C92	# <CJK>
0xB2CA	0x7C97	# <CJK>
0xB2CB	0x7C95	# <CJK>
0xB2CC	0x7D46	# <CJK>
0xB2CD	0x7D43	# <CJK>
0xB2CE	0x7D71	# <CJK>
0xB2CF	0x7D2E	# <CJK>
0xB2D0	0x7D39	# <CJK>
0xB2D1	0x7D3C	# <CJK>
0xB2D2	0x7D40	# <CJK>
0xB2D3	0x7D30	# <CJK>
0xB2D4	0x7D33	# <CJK>
0xB2D5	0x7D44	# <CJK>
0xB2D6	0x7D2F	# <CJK>
0xB2D7	0x7D42	# <CJK>
0xB2D8	0x7D32	# <CJK>
0xB2D9	0x7D31	# <CJK>
0xB2DA	0x7F3D	# <CJK>
0xB2DB	0x7F9E	# <CJK>
0xB2DC	0x7F9A	# <CJK>
0xB2DD	0x7FCC	# <CJK>
0xB2DE	0x7FCE	# <CJK>
0xB2DF	0x7FD2	# <CJK>
0xB2E0	0x801C	# <CJK>
0xB2E1	0x804A	# <CJK>
0xB2E2	0x8046	# <CJK>
0xB2E3	0x812F	# <CJK>
0xB2E4	0x8116	# <CJK>
0xB2E5	0x8123	# <CJK>
0xB2E6	0x812B	# <CJK>
0xB2E7	0x8129	# <CJK>
0xB2E8	0x8130	# <CJK>
0xB2E9	0x8124	# <CJK>
0xB2EA	0x8202	# <CJK>
0xB2EB	0x8235	# <CJK>
0xB2EC	0x8237	# <CJK>
0xB2ED	0x8236	# <CJK>
0xB2EE	0x8239	# <CJK>
0xB2EF	0x838E	# <CJK>
0xB2F0	0x839E	# <CJK>
0xB2F1	0x8398	# <CJK>
0xB2F2	0x8378	# <CJK>
0xB2F3	0x83A2	# <CJK>
0xB2F4	0x8396	# <CJK>
0xB2F5	0x83BD	# <CJK>
0xB2F6	0x83AB	# <CJK>
0xB2F7	0x8392	# <CJK>
0xB2F8	0x838A	# <CJK>
0xB2F9	0x8393	# <CJK>
0xB2FA	0x8389	# <CJK>
0xB2FB	0x83A0	# <CJK>
0xB2FC	0x8377	# <CJK>
0xB2FD	0x837B	# <CJK>
0xB2FE	0x837C	# <CJK>
0xB340	0x8386	# <CJK>
0xB341	0x83A7	# <CJK>
0xB342	0x8655	# <CJK>
0xB343	0x5F6A	# <CJK>
0xB344	0x86C7	# <CJK>
0xB345	0x86C0	# <CJK>
0xB346	0x86B6	# <CJK>
0xB347	0x86C4	# <CJK>
0xB348	0x86B5	# <CJK>
0xB349	0x86C6	# <CJK>
0xB34A	0x86CB	# <CJK>
0xB34B	0x86B1	# <CJK>
0xB34C	0x86AF	# <CJK>
0xB34D	0x86C9	# <CJK>
0xB34E	0x8853	# <CJK>
0xB34F	0x889E	# <CJK>
0xB350	0x8888	# <CJK>
0xB351	0x88AB	# <CJK>
0xB352	0x8892	# <CJK>
0xB353	0x8896	# <CJK>
0xB354	0x888D	# <CJK>
0xB355	0x888B	# <CJK>
0xB356	0x8993	# <CJK>
0xB357	0x898F	# <CJK>
0xB358	0x8A2A	# <CJK>
0xB359	0x8A1D	# <CJK>
0xB35A	0x8A23	# <CJK>
0xB35B	0x8A25	# <CJK>
0xB35C	0x8A31	# <CJK>
0xB35D	0x8A2D	# <CJK>
0xB35E	0x8A1F	# <CJK>
0xB35F	0x8A1B	# <CJK>
0xB360	0x8A22	# <CJK>
0xB361	0x8C49	# <CJK>
0xB362	0x8C5A	# <CJK>
0xB363	0x8CA9	# <CJK>
0xB364	0x8CAC	# <CJK>
0xB365	0x8CAB	# <CJK>
0xB366	0x8CA8	# <CJK>
0xB367	0x8CAA	# <CJK>
0xB368	0x8CA7	# <CJK>
0xB369	0x8D67	# <CJK>
0xB36A	0x8D66	# <CJK>
0xB36B	0x8DBE	# <CJK>
0xB36C	0x8DBA	# <CJK>
0xB36D	0x8EDB	# <CJK>
0xB36E	0x8EDF	# <CJK>
0xB36F	0x9019	# <CJK>
0xB370	0x900D	# <CJK>
0xB371	0x901A	# <CJK>
0xB372	0x9017	# <CJK>
0xB373	0x9023	# <CJK>
0xB374	0x901F	# <CJK>
0xB375	0x901D	# <CJK>
0xB376	0x9010	# <CJK>
0xB377	0x9015	# <CJK>
0xB378	0x901E	# <CJK>
0xB379	0x9020	# <CJK>
0xB37A	0x900F	# <CJK>
0xB37B	0x9022	# <CJK>
0xB37C	0x9016	# <CJK>
0xB37D	0x901B	# <CJK>
0xB37E	0x9014	# <CJK>
0xB3A1	0x90E8	# <CJK>
0xB3A2	0x90ED	# <CJK>
0xB3A3	0x90FD	# <CJK>
0xB3A4	0x9157	# <CJK>
0xB3A5	0x91CE	# <CJK>
0xB3A6	0x91F5	# <CJK>
0xB3A7	0x91E6	# <CJK>
0xB3A8	0x91E3	# <CJK>
0xB3A9	0x91E7	# <CJK>
0xB3AA	0x91ED	# <CJK>
0xB3AB	0x91E9	# <CJK>
0xB3AC	0x9589	# <CJK>
0xB3AD	0x966A	# <CJK>
0xB3AE	0x9675	# <CJK>
0xB3AF	0x9673	# <CJK>
0xB3B0	0x9678	# <CJK>
0xB3B1	0x9670	# <CJK>
0xB3B2	0x9674	# <CJK>
0xB3B3	0x9676	# <CJK>
0xB3B4	0x9677	# <CJK>
0xB3B5	0x966C	# <CJK>
0xB3B6	0x96C0	# <CJK>
0xB3B7	0x96EA	# <CJK>
0xB3B8	0x96E9	# <CJK>
0xB3B9	0x7AE0	# <CJK>
0xB3BA	0x7ADF	# <CJK>
0xB3BB	0x9802	# <CJK>
0xB3BC	0x9803	# <CJK>
0xB3BD	0x9B5A	# <CJK>
0xB3BE	0x9CE5	# <CJK>
0xB3BF	0x9E75	# <CJK>
0xB3C0	0x9E7F	# <CJK>
0xB3C1	0x9EA5	# <CJK>
0xB3C2	0x9EBB	# <CJK>
0xB3C3	0x50A2	# <CJK>
0xB3C4	0x508D	# <CJK>
0xB3C5	0x5085	# <CJK>
0xB3C6	0x5099	# <CJK>
0xB3C7	0x5091	# <CJK>
0xB3C8	0x5080	# <CJK>
0xB3C9	0x5096	# <CJK>
0xB3CA	0x5098	# <CJK>
0xB3CB	0x509A	# <CJK>
0xB3CC	0x6700	# <CJK>
0xB3CD	0x51F1	# <CJK>
0xB3CE	0x5272	# <CJK>
0xB3CF	0x5274	# <CJK>
0xB3D0	0x5275	# <CJK>
0xB3D1	0x5269	# <CJK>
0xB3D2	0x52DE	# <CJK>
0xB3D3	0x52DD	# <CJK>
0xB3D4	0x52DB	# <CJK>
0xB3D5	0x535A	# <CJK>
0xB3D6	0x53A5	# <CJK>
0xB3D7	0x557B	# <CJK>
0xB3D8	0x5580	# <CJK>
0xB3D9	0x55A7	# <CJK>
0xB3DA	0x557C	# <CJK>
0xB3DB	0x558A	# <CJK>
0xB3DC	0x559D	# <CJK>
0xB3DD	0x5598	# <CJK>
0xB3DE	0x5582	# <CJK>
0xB3DF	0x559C	# <CJK>
0xB3E0	0x55AA	# <CJK>
0xB3E1	0x5594	# <CJK>
0xB3E2	0x5587	# <CJK>
0xB3E3	0x558B	# <CJK>
0xB3E4	0x5583	# <CJK>
0xB3E5	0x55B3	# <CJK>
0xB3E6	0x55AE	# <CJK>
0xB3E7	0x559F	# <CJK>
0xB3E8	0x553E	# <CJK>
0xB3E9	0x55B2	# <CJK>
0xB3EA	0x559A	# <CJK>
0xB3EB	0x55BB	# <CJK>
0xB3EC	0x55AC	# <CJK>
0xB3ED	0x55B1	# <CJK>
0xB3EE	0x557E	# <CJK>
0xB3EF	0x5589	# <CJK>
0xB3F0	0x55AB	# <CJK>
0xB3F1	0x5599	# <CJK>
0xB3F2	0x570D	# <CJK>
0xB3F3	0x582F	# <CJK>
0xB3F4	0x582A	# <CJK>
0xB3F5	0x5834	# <CJK>
0xB3F6	0x5824	# <CJK>
0xB3F7	0x5830	# <CJK>
0xB3F8	0x5831	# <CJK>
0xB3F9	0x5821	# <CJK>
0xB3FA	0x581D	# <CJK>
0xB3FB	0x5820	# <CJK>
0xB3FC	0x58F9	# <CJK>
0xB3FD	0x58FA	# <CJK>
0xB3FE	0x5960	# <CJK>
0xB440	0x5A77	# <CJK>
0xB441	0x5A9A	# <CJK>
0xB442	0x5A7F	# <CJK>
0xB443	0x5A92	# <CJK>
0xB444	0x5A9B	# <CJK>
0xB445	0x5AA7	# <CJK>
0xB446	0x5B73	# <CJK>
0xB447	0x5B71	# <CJK>
0xB448	0x5BD2	# <CJK>
0xB449	0x5BCC	# <CJK>
0xB44A	0x5BD3	# <CJK>
0xB44B	0x5BD0	# <CJK>
0xB44C	0x5C0A	# <CJK>
0xB44D	0x5C0B	# <CJK>
0xB44E	0x5C31	# <CJK>
0xB44F	0x5D4C	# <CJK>
0xB450	0x5D50	# <CJK>
0xB451	0x5D34	# <CJK>
0xB452	0x5D47	# <CJK>
0xB453	0x5DFD	# <CJK>
0xB454	0x5E45	# <CJK>
0xB455	0x5E3D	# <CJK>
0xB456	0x5E40	# <CJK>
0xB457	0x5E43	# <CJK>
0xB458	0x5E7E	# <CJK>
0xB459	0x5ECA	# <CJK>
0xB45A	0x5EC1	# <CJK>
0xB45B	0x5EC2	# <CJK>
0xB45C	0x5EC4	# <CJK>
0xB45D	0x5F3C	# <CJK>
0xB45E	0x5F6D	# <CJK>
0xB45F	0x5FA9	# <CJK>
0xB460	0x5FAA	# <CJK>
0xB461	0x5FA8	# <CJK>
0xB462	0x60D1	# <CJK>
0xB463	0x60E1	# <CJK>
0xB464	0x60B2	# <CJK>
0xB465	0x60B6	# <CJK>
0xB466	0x60E0	# <CJK>
0xB467	0x611C	# <CJK>
0xB468	0x6123	# <CJK>
0xB469	0x60FA	# <CJK>
0xB46A	0x6115	# <CJK>
0xB46B	0x60F0	# <CJK>
0xB46C	0x60FB	# <CJK>
0xB46D	0x60F4	# <CJK>
0xB46E	0x6168	# <CJK>
0xB46F	0x60F1	# <CJK>
0xB470	0x610E	# <CJK>
0xB471	0x60F6	# <CJK>
0xB472	0x6109	# <CJK>
0xB473	0x6100	# <CJK>
0xB474	0x6112	# <CJK>
0xB475	0x621F	# <CJK>
0xB476	0x6249	# <CJK>
0xB477	0x63A3	# <CJK>
0xB478	0x638C	# <CJK>
0xB479	0x63CF	# <CJK>
0xB47A	0x63C0	# <CJK>
0xB47B	0x63E9	# <CJK>
0xB47C	0x63C9	# <CJK>
0xB47D	0x63C6	# <CJK>
0xB47E	0x63CD	# <CJK>
0xB4A1	0x63D2	# <CJK>
0xB4A2	0x63E3	# <CJK>
0xB4A3	0x63D0	# <CJK>
0xB4A4	0x63E1	# <CJK>
0xB4A5	0x63D6	# <CJK>
0xB4A6	0x63ED	# <CJK>
0xB4A7	0x63EE	# <CJK>
0xB4A8	0x6376	# <CJK>
0xB4A9	0x63F4	# <CJK>
0xB4AA	0x63EA	# <CJK>
0xB4AB	0x63DB	# <CJK>
0xB4AC	0x6452	# <CJK>
0xB4AD	0x63DA	# <CJK>
0xB4AE	0x63F9	# <CJK>
0xB4AF	0x655E	# <CJK>
0xB4B0	0x6566	# <CJK>
0xB4B1	0x6562	# <CJK>
0xB4B2	0x6563	# <CJK>
0xB4B3	0x6591	# <CJK>
0xB4B4	0x6590	# <CJK>
0xB4B5	0x65AF	# <CJK>
0xB4B6	0x666E	# <CJK>
0xB4B7	0x6670	# <CJK>
0xB4B8	0x6674	# <CJK>
0xB4B9	0x6676	# <CJK>
0xB4BA	0x666F	# <CJK>
0xB4BB	0x6691	# <CJK>
0xB4BC	0x667A	# <CJK>
0xB4BD	0x667E	# <CJK>
0xB4BE	0x6677	# <CJK>
0xB4BF	0x66FE	# <CJK>
0xB4C0	0x66FF	# <CJK>
0xB4C1	0x671F	# <CJK>
0xB4C2	0x671D	# <CJK>
0xB4C3	0x68FA	# <CJK>
0xB4C4	0x68D5	# <CJK>
0xB4C5	0x68E0	# <CJK>
0xB4C6	0x68D8	# <CJK>
0xB4C7	0x68D7	# <CJK>
0xB4C8	0x6905	# <CJK>
0xB4C9	0x68DF	# <CJK>
0xB4CA	0x68F5	# <CJK>
0xB4CB	0x68EE	# <CJK>
0xB4CC	0x68E7	# <CJK>
0xB4CD	0x68F9	# <CJK>
0xB4CE	0x68D2	# <CJK>
0xB4CF	0x68F2	# <CJK>
0xB4D0	0x68E3	# <CJK>
0xB4D1	0x68CB	# <CJK>
0xB4D2	0x68CD	# <CJK>
0xB4D3	0x690D	# <CJK>
0xB4D4	0x6912	# <CJK>
0xB4D5	0x690E	# <CJK>
0xB4D6	0x68C9	# <CJK>
0xB4D7	0x68DA	# <CJK>
0xB4D8	0x696E	# <CJK>
0xB4D9	0x68FB	# <CJK>
0xB4DA	0x6B3E	# <CJK>
0xB4DB	0x6B3A	# <CJK>
0xB4DC	0x6B3D	# <CJK>
0xB4DD	0x6B98	# <CJK>
0xB4DE	0x6B96	# <CJK>
0xB4DF	0x6BBC	# <CJK>
0xB4E0	0x6BEF	# <CJK>
0xB4E1	0x6C2E	# <CJK>
0xB4E2	0x6C2F	# <CJK>
0xB4E3	0x6C2C	# <CJK>
0xB4E4	0x6E2F	# <CJK>
0xB4E5	0x6E38	# <CJK>
0xB4E6	0x6E54	# <CJK>
0xB4E7	0x6E21	# <CJK>
0xB4E8	0x6E32	# <CJK>
0xB4E9	0x6E67	# <CJK>
0xB4EA	0x6E4A	# <CJK>
0xB4EB	0x6E20	# <CJK>
0xB4EC	0x6E25	# <CJK>
0xB4ED	0x6E23	# <CJK>
0xB4EE	0x6E1B	# <CJK>
0xB4EF	0x6E5B	# <CJK>
0xB4F0	0x6E58	# <CJK>
0xB4F1	0x6E24	# <CJK>
0xB4F2	0x6E56	# <CJK>
0xB4F3	0x6E6E	# <CJK>
0xB4F4	0x6E2D	# <CJK>
0xB4F5	0x6E26	# <CJK>
0xB4F6	0x6E6F	# <CJK>
0xB4F7	0x6E34	# <CJK>
0xB4F8	0x6E4D	# <CJK>
0xB4F9	0x6E3A	# <CJK>
0xB4FA	0x6E2C	# <CJK>
0xB4FB	0x6E43	# <CJK>
0xB4FC	0x6E1D	# <CJK>
0xB4FD	0x6E3E	# <CJK>
0xB4FE	0x6ECB	# <CJK>
0xB540	0x6E89	# <CJK>
0xB541	0x6E19	# <CJK>
0xB542	0x6E4E	# <CJK>
0xB543	0x6E63	# <CJK>
0xB544	0x6E44	# <CJK>
0xB545	0x6E72	# <CJK>
0xB546	0x6E69	# <CJK>
0xB547	0x6E5F	# <CJK>
0xB548	0x7119	# <CJK>
0xB549	0x711A	# <CJK>
0xB54A	0x7126	# <CJK>
0xB54B	0x7130	# <CJK>
0xB54C	0x7121	# <CJK>
0xB54D	0x7136	# <CJK>
0xB54E	0x716E	# <CJK>
0xB54F	0x711C	# <CJK>
0xB550	0x724C	# <CJK>
0xB551	0x7284	# <CJK>
0xB552	0x7280	# <CJK>
0xB553	0x7336	# <CJK>
0xB554	0x7325	# <CJK>
0xB555	0x7334	# <CJK>
0xB556	0x7329	# <CJK>
0xB557	0x743A	# <CJK>
0xB558	0x742A	# <CJK>
0xB559	0x7433	# <CJK>
0xB55A	0x7422	# <CJK>
0xB55B	0x7425	# <CJK>
0xB55C	0x7435	# <CJK>
0xB55D	0x7436	# <CJK>
0xB55E	0x7434	# <CJK>
0xB55F	0x742F	# <CJK>
0xB560	0x741B	# <CJK>
0xB561	0x7426	# <CJK>
0xB562	0x7428	# <CJK>
0xB563	0x7525	# <CJK>
0xB564	0x7526	# <CJK>
0xB565	0x756B	# <CJK>
0xB566	0x756A	# <CJK>
0xB567	0x75E2	# <CJK>
0xB568	0x75DB	# <CJK>
0xB569	0x75E3	# <CJK>
0xB56A	0x75D9	# <CJK>
0xB56B	0x75D8	# <CJK>
0xB56C	0x75DE	# <CJK>
0xB56D	0x75E0	# <CJK>
0xB56E	0x767B	# <CJK>
0xB56F	0x767C	# <CJK>
0xB570	0x7696	# <CJK>
0xB571	0x7693	# <CJK>
0xB572	0x76B4	# <CJK>
0xB573	0x76DC	# <CJK>
0xB574	0x774F	# <CJK>
0xB575	0x77ED	# <CJK>
0xB576	0x785D	# <CJK>
0xB577	0x786C	# <CJK>
0xB578	0x786F	# <CJK>
0xB579	0x7A0D	# <CJK>
0xB57A	0x7A08	# <CJK>
0xB57B	0x7A0B	# <CJK>
0xB57C	0x7A05	# <CJK>
0xB57D	0x7A00	# <CJK>
0xB57E	0x7A98	# <CJK>
0xB5A1	0x7A97	# <CJK>
0xB5A2	0x7A96	# <CJK>
0xB5A3	0x7AE5	# <CJK>
0xB5A4	0x7AE3	# <CJK>
0xB5A5	0x7B49	# <CJK>
0xB5A6	0x7B56	# <CJK>
0xB5A7	0x7B46	# <CJK>
0xB5A8	0x7B50	# <CJK>
0xB5A9	0x7B52	# <CJK>
0xB5AA	0x7B54	# <CJK>
0xB5AB	0x7B4D	# <CJK>
0xB5AC	0x7B4B	# <CJK>
0xB5AD	0x7B4F	# <CJK>
0xB5AE	0x7B51	# <CJK>
0xB5AF	0x7C9F	# <CJK>
0xB5B0	0x7CA5	# <CJK>
0xB5B1	0x7D5E	# <CJK>
0xB5B2	0x7D50	# <CJK>
0xB5B3	0x7D68	# <CJK>
0xB5B4	0x7D55	# <CJK>
0xB5B5	0x7D2B	# <CJK>
0xB5B6	0x7D6E	# <CJK>
0xB5B7	0x7D72	# <CJK>
0xB5B8	0x7D61	# <CJK>
0xB5B9	0x7D66	# <CJK>
0xB5BA	0x7D62	# <CJK>
0xB5BB	0x7D70	# <CJK>
0xB5BC	0x7D73	# <CJK>
0xB5BD	0x5584	# <CJK>
0xB5BE	0x7FD4	# <CJK>
0xB5BF	0x7FD5	# <CJK>
0xB5C0	0x800B	# <CJK>
0xB5C1	0x8052	# <CJK>
0xB5C2	0x8085	# <CJK>
0xB5C3	0x8155	# <CJK>
0xB5C4	0x8154	# <CJK>
0xB5C5	0x814B	# <CJK>
0xB5C6	0x8151	# <CJK>
0xB5C7	0x814E	# <CJK>
0xB5C8	0x8139	# <CJK>
0xB5C9	0x8146	# <CJK>
0xB5CA	0x813E	# <CJK>
0xB5CB	0x814C	# <CJK>
0xB5CC	0x8153	# <CJK>
0xB5CD	0x8174	# <CJK>
0xB5CE	0x8212	# <CJK>
0xB5CF	0x821C	# <CJK>
0xB5D0	0x83E9	# <CJK>
0xB5D1	0x8403	# <CJK>
0xB5D2	0x83F8	# <CJK>
0xB5D3	0x840D	# <CJK>
0xB5D4	0x83E0	# <CJK>
0xB5D5	0x83C5	# <CJK>
0xB5D6	0x840B	# <CJK>
0xB5D7	0x83C1	# <CJK>
0xB5D8	0x83EF	# <CJK>
0xB5D9	0x83F1	# <CJK>
0xB5DA	0x83F4	# <CJK>
0xB5DB	0x8457	# <CJK>
0xB5DC	0x840A	# <CJK>
0xB5DD	0x83F0	# <CJK>
0xB5DE	0x840C	# <CJK>
0xB5DF	0x83CC	# <CJK>
0xB5E0	0x83FD	# <CJK>
0xB5E1	0x83F2	# <CJK>
0xB5E2	0x83CA	# <CJK>
0xB5E3	0x8438	# <CJK>
0xB5E4	0x840E	# <CJK>
0xB5E5	0x8404	# <CJK>
0xB5E6	0x83DC	# <CJK>
0xB5E7	0x8407	# <CJK>
0xB5E8	0x83D4	# <CJK>
0xB5E9	0x83DF	# <CJK>
0xB5EA	0x865B	# <CJK>
0xB5EB	0x86DF	# <CJK>
0xB5EC	0x86D9	# <CJK>
0xB5ED	0x86ED	# <CJK>
0xB5EE	0x86D4	# <CJK>
0xB5EF	0x86DB	# <CJK>
0xB5F0	0x86E4	# <CJK>
0xB5F1	0x86D0	# <CJK>
0xB5F2	0x86DE	# <CJK>
0xB5F3	0x8857	# <CJK>
0xB5F4	0x88C1	# <CJK>
0xB5F5	0x88C2	# <CJK>
0xB5F6	0x88B1	# <CJK>
0xB5F7	0x8983	# <CJK>
0xB5F8	0x8996	# <CJK>
0xB5F9	0x8A3B	# <CJK>
0xB5FA	0x8A60	# <CJK>
0xB5FB	0x8A55	# <CJK>
0xB5FC	0x8A5E	# <CJK>
0xB5FD	0x8A3C	# <CJK>
0xB5FE	0x8A41	# <CJK>
0xB640	0x8A54	# <CJK>
0xB641	0x8A5B	# <CJK>
0xB642	0x8A50	# <CJK>
0xB643	0x8A46	# <CJK>
0xB644	0x8A34	# <CJK>
0xB645	0x8A3A	# <CJK>
0xB646	0x8A36	# <CJK>
0xB647	0x8A56	# <CJK>
0xB648	0x8C61	# <CJK>
0xB649	0x8C82	# <CJK>
0xB64A	0x8CAF	# <CJK>
0xB64B	0x8CBC	# <CJK>
0xB64C	0x8CB3	# <CJK>
0xB64D	0x8CBD	# <CJK>
0xB64E	0x8CC1	# <CJK>
0xB64F	0x8CBB	# <CJK>
0xB650	0x8CC0	# <CJK>
0xB651	0x8CB4	# <CJK>
0xB652	0x8CB7	# <CJK>
0xB653	0x8CB6	# <CJK>
0xB654	0x8CBF	# <CJK>
0xB655	0x8CB8	# <CJK>
0xB656	0x8D8A	# <CJK>
0xB657	0x8D85	# <CJK>
0xB658	0x8D81	# <CJK>
0xB659	0x8DCE	# <CJK>
0xB65A	0x8DDD	# <CJK>
0xB65B	0x8DCB	# <CJK>
0xB65C	0x8DDA	# <CJK>
0xB65D	0x8DD1	# <CJK>
0xB65E	0x8DCC	# <CJK>
0xB65F	0x8DDB	# <CJK>
0xB660	0x8DC6	# <CJK>
0xB661	0x8EFB	# <CJK>
0xB662	0x8EF8	# <CJK>
0xB663	0x8EFC	# <CJK>
0xB664	0x8F9C	# <CJK>
0xB665	0x902E	# <CJK>
0xB666	0x9035	# <CJK>
0xB667	0x9031	# <CJK>
0xB668	0x9038	# <CJK>
0xB669	0x9032	# <CJK>
0xB66A	0x9036	# <CJK>
0xB66B	0x9102	# <CJK>
0xB66C	0x90F5	# <CJK>
0xB66D	0x9109	# <CJK>
0xB66E	0x90FE	# <CJK>
0xB66F	0x9163	# <CJK>
0xB670	0x9165	# <CJK>
0xB671	0x91CF	# <CJK>
0xB672	0x9214	# <CJK>
0xB673	0x9215	# <CJK>
0xB674	0x9223	# <CJK>
0xB675	0x9209	# <CJK>
0xB676	0x921E	# <CJK>
0xB677	0x920D	# <CJK>
0xB678	0x9210	# <CJK>
0xB679	0x9207	# <CJK>
0xB67A	0x9211	# <CJK>
0xB67B	0x9594	# <CJK>
0xB67C	0x958F	# <CJK>
0xB67D	0x958B	# <CJK>
0xB67E	0x9591	# <CJK>
0xB6A1	0x9593	# <CJK>
0xB6A2	0x9592	# <CJK>
0xB6A3	0x958E	# <CJK>
0xB6A4	0x968A	# <CJK>
0xB6A5	0x968E	# <CJK>
0xB6A6	0x968B	# <CJK>
0xB6A7	0x967D	# <CJK>
0xB6A8	0x9685	# <CJK>
0xB6A9	0x9686	# <CJK>
0xB6AA	0x968D	# <CJK>
0xB6AB	0x9672	# <CJK>
0xB6AC	0x9684	# <CJK>
0xB6AD	0x96C1	# <CJK>
0xB6AE	0x96C5	# <CJK>
