#
# $FreeBSD$
#
#	Name:             eucCN-80 to Unicode table (complete, hex format)
#	Based on the GB2312.TXT
#
#	General notes:
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#
0xA1A1	0x3000	# IDEOGRAPHIC SPACE
0xC9C7	0x6C55	# <CJK>
0xC9C8	0x6247	# <CJK>
0xC9C9	0x7F2E	# <CJK>
0xC9CA	0x5892	# <CJK>
0xC9CB	0x4F24	# <CJK>
0xC9CC	0x5546	# <CJK>
0xC9CD	0x8D4F	# <CJK>
0xC9CE	0x664C	# <CJK>
0xC9CF	0x4E0A	# <CJK>
0xC9D0	0x5C1A	# <CJK>
0xC9D1	0x88F3	# <CJK>
0xC9D2	0x68A2	# <CJK>
0xC9D3	0x634E	# <CJK>
0xC9D4	0x7A0D	# <CJK>
0xC9D5	0x70E7	# <CJK>
0xC9D6	0x828D	# <CJK>
0xC9D7	0x52FA	# <CJK>
0xC9D8	0x97F6	# <CJK>
0xC9D9	0x5C11	# <CJK>
0xC9DA	0x54E8	# <CJK>
0xC9DB	0x90B5	# <CJK>
0xC9DC	0x7ECD	# <CJK>
0xC9DD	0x5962	# <CJK>
0xC9DE	0x8D4A	# <CJK>
0xC9DF	0x86C7	# <CJK>
0xC9E0	0x820C	# <CJK>
0xC9E1	0x820D	# <CJK>
0xC9E2	0x8D66	# <CJK>
0xC9E3	0x6444	# <CJK>
0xC9E4	0x5C04	# <CJK>
0xC9E5	0x6151	# <CJK>
0xC9E6	0x6D89	# <CJK>
0xC9E7	0x793E	# <CJK>
0xC9E8	0x8BBE	# <CJK>
0xC9E9	0x7837	# <CJK>
0xC9EA	0x7533	# <CJK>
0xC9EB	0x547B	# <CJK>
0xC9EC	0x4F38	# <CJK>
0xC9ED	0x8EAB	# <CJK>
0xC9EE	0x6DF1	# <CJK>
0xC9EF	0x5A20	# <CJK>
0xC9F0	0x7EC5	# <CJK>
0xC9F1	0x795E	# <CJK>
0xC9F2	0x6C88	# <CJK>
0xC9F3	0x5BA1	# <CJK>
0xC9F4	0x5A76	# <CJK>
0xC9F5	0x751A	# <CJK>
0xC9F6	0x80BE	# <CJK>
0xC9F7	0x614E	# <CJK>
0xC9F8	0x6E17	# <CJK>
0xC9F9	0x58F0	# <CJK>
0xC9FA	0x751F	# <CJK>
0xC9FB	0x7525	# <CJK>
0xC9FC	0x7272	# <CJK>
0xC9FD	0x5347	# <CJK>
0xC9FE	0x7EF3	# <CJK>
0xCAA1	0x7701	# <CJK>
0xCAA2	0x76DB	# <CJK>
0xCAA3	0x5269	# <CJK>
0xCAA4	0x80DC	# <CJK>
0xCAA5	0x5723	# <CJK>
0xCAA6	0x5E08	# <CJK>
0xCAA7	0x5931	# <CJK>
0xCAA8	0x72EE	# <CJK>
0xCAA9	0x65BD	# <CJK>
0xCAAA	0x6E7F	# <CJK>
0xCAAB	0x8BD7	# <CJK>
0xCAAC	0x5C38	# <CJK>
0xCAAD	0x8671	# <CJK>
0xCAAE	0x5341	# <CJK>
0xCAAF	0x77F3	# <CJK>
0xCAB0	0x62FE	# <CJK>
0xCAB1	0x65F6	# <CJK>
0xCAB2	0x4EC0	# <CJK>
0xCAB3	0x98DF	# <CJK>
0xCAB4	0x8680	# <CJK>
0xCAB5	0x5B9E	# <CJK>
0xCAB6	0x8BC6	# <CJK>
0xCAB7	0x53F2	# <CJK>
0xCAB8	0x77E2	# <CJK>
0xCAB9	0x4F7F	# <CJK>
0xCABA	0x5C4E	# <CJK>
0xCABB	0x9A76	# <CJK>
0xCABC	0x59CB	# <CJK>
0xCABD	0x5F0F	# <CJK>
0xCABE	0x793A	# <CJK>
0xCABF	0x58EB	# <CJK>
0xCAC0	0x4E16	# <CJK>
0xCAC1	0x67FF	# <CJK>
0xCAC2	0x4E8B	# <CJK>
0xCAC3	0x62ED	# <CJK>
0xCAC4	0x8A93	# <CJK>
0xCAC5	0x901D	# <CJK>
0xCAC6	0x52BF	# <CJK>
0xCAC7	0x662F	# <CJK>
0xCAC8	0x55DC	# <CJK>
0xCAC9	0x566C	# <CJK>
0xCACA	0x9002	# <CJK>
0xCACB	0x4ED5	# <CJK>
0xCACC	0x4F8D	# <CJK>
0xCACD	0x91CA	# <CJK>
0xCACE	0x9970	# <CJK>
0xCACF	0x6C0F	# <CJK>
0xCAD0	0x5E02	# <CJK>
0xCAD1	0x6043	# <CJK>
0xCAD2	0x5BA4	# <CJK>
0xCAD3	0x89C6	# <CJK>
0xCAD4	0x8BD5	# <CJK>
0xCAD5	0x6536	# <CJK>
0xCAD6	0x624B	# <CJK>
0xCAD7	0x9996	# <CJK>
0xCAD8	0x5B88	# <CJK>
0xCAD9	0x5BFF	# <CJK>
0xCADA	0x6388	# <CJK>
0xCADB	0x552E	# <CJK>
0xCADC	0x53D7	# <CJK>
0xCADD	0x7626	# <CJK>
0xCADE	0x517D	# <CJK>
0xCADF	0x852C	# <CJK>
0xCAE0	0x67A2	# <CJK>
0xCAE1	0x68B3	# <CJK>
0xCAE2	0x6B8A	# <CJK>
0xCAE3	0x6292	# <CJK>
0xCAE4	0x8F93	# <CJK>
0xCAE5	0x53D4	# <CJK>
0xCAE6	0x8212	# <CJK>
0xCAE7	0x6DD1	# <CJK>
0xCAE8	0x758F	# <CJK>
0xCAE9	0x4E66	# <CJK>
0xCAEA	0x8D4E	# <CJK>
0xCAEB	0x5B70	# <CJK>
0xCAEC	0x719F	# <CJK>
0xCAED	0x85AF	# <CJK>
0xCAEE	0x6691	# <CJK>
0xCAEF	0x66D9	# <CJK>
0xCAF0	0x7F72	# <CJK>
0xCAF1	0x8700	# <CJK>
0xCAF2	0x9ECD	# <CJK>
0xCAF3	0x9F20	# <CJK>
0xCAF4	0x5C5E	# <CJK>
0xCAF5	0x672F	# <CJK>
0xCAF6	0x8FF0	# <CJK>
0xCAF7	0x6811	# <CJK>
0xCAF8	0x675F	# <CJK>
0xCAF9	0x620D	# <CJK>
0xCAFA	0x7AD6	# <CJK>
0xCAFB	0x5885	# <CJK>
0xCAFC	0x5EB6	# <CJK>
0xCAFD	0x6570	# <CJK>
0xCAFE	0x6F31	# <CJK>
0xCBA1	0x6055	# <CJK>
0xCBA2	0x5237	# <CJK>
0xCBA3	0x800D	# <CJK>
0xCBA4	0x6454	# <CJK>
0xCBA5	0x8870	# <CJK>
0xCBA6	0x7529	# <CJK>
0xCBA7	0x5E05	# <CJK>
0xCBA8	0x6813	# <CJK>
0xCBA9	0x62F4	# <CJK>
0xCBAA	0x971C	# <CJK>
0xCBAB	0x53CC	# <CJK>
0xCBAC	0x723D	# <CJK>
0xCBAD	0x8C01	# <CJK>
0xCBAE	0x6C34	# <CJK>
0xCBAF	0x7761	# <CJK>
0xCBB0	0x7A0E	# <CJK>
0xCBB1	0x542E	# <CJK>
0xCBB2	0x77AC	# <CJK>
0xCBB3	0x987A	# <CJK>
0xCBB4	0x821C	# <CJK>
0xCBB5	0x8BF4	# <CJK>
0xCBB6	0x7855	# <CJK>
0xCBB7	0x6714	# <CJK>
0xCBB8	0x70C1	# <CJK>
0xCBB9	0x65AF	# <CJK>
0xCBBA	0x6495	# <CJK>
0xCBBB	0x5636	# <CJK>
0xCBBC	0x601D	# <CJK>
0xCBBD	0x79C1	# <CJK>
0xCBBE	0x53F8	# <CJK>
0xCBBF	0x4E1D	# <CJK>
0xCBC0	0x6B7B	# <CJK>
0xCBC1	0x8086	# <CJK>
0xCBC2	0x5BFA	# <CJK>
0xCBC3	0x55E3	# <CJK>
0xCBC4	0x56DB	# <CJK>
0xCBC5	0x4F3A	# <CJK>
0xCBC6	0x4F3C	# <CJK>
0xCBC7	0x9972	# <CJK>
0xCBC8	0x5DF3	# <CJK>
0xCBC9	0x677E	# <CJK>
0xCBCA	0x8038	# <CJK>
0xCBCB	0x6002	# <CJK>
0xCBCC	0x9882	# <CJK>
0xCBCD	0x9001	# <CJK>
0xCBCE	0x5B8B	# <CJK>
0xCBCF	0x8BBC	# <CJK>
0xCBD0	0x8BF5	# <CJK>
0xCBD1	0x641C	# <CJK>
0xCBD2	0x8258	# <CJK>
0xCBD3	0x64DE	# <CJK>
0xCBD4	0x55FD	# <CJK>
0xCBD5	0x82CF	# <CJK>
0xCBD6	0x9165	# <CJK>
0xCBD7	0x4FD7	# <CJK>
0xCBD8	0x7D20	# <CJK>
0xCBD9	0x901F	# <CJK>
0xCBDA	0x7C9F	# <CJK>
0xCBDB	0x50F3	# <CJK>
0xCBDC	0x5851	# <CJK>
0xCBDD	0x6EAF	# <CJK>
0xCBDE	0x5BBF	# <CJK>
0xCBDF	0x8BC9	# <CJK>
0xCBE0	0x8083	# <CJK>
0xCBE1	0x9178	# <CJK>
0xCBE2	0x849C	# <CJK>
0xCBE3	0x7B97	# <CJK>
0xCBE4	0x867D	# <CJK>
0xCBE5	0x968B	# <CJK>
0xCBE6	0x968F	# <CJK>
0xCBE7	0x7EE5	# <CJK>
0xCBE8	0x9AD3	# <CJK>
0xCBE9	0x788E	# <CJK>
0xCBEA	0x5C81	# <CJK>
0xCBEB	0x7A57	# <CJK>
0xCBEC	0x9042	# <CJK>
0xCBED	0x96A7	# <CJK>
0xCBEE	0x795F	# <CJK>
0xCBEF	0x5B59	# <CJK>
0xCBF0	0x635F	# <CJK>
0xCBF1	0x7B0B	# <CJK>
0xCBF2	0x84D1	# <CJK>
0xCBF3	0x68AD	# <CJK>
0xCBF4	0x5506	# <CJK>
0xCBF5	0x7F29	# <CJK>
0xCBF6	0x7410	# <CJK>
0xCBF7	0x7D22	# <CJK>
0xCBF8	0x9501	# <CJK>
0xCBF9	0x6240	# <CJK>
0xCBFA	0x584C	# <CJK>
0xCBFB	0x4ED6	# <CJK>
0xCBFC	0x5B83	# <CJK>
0xCBFD	0x5979	# <CJK>
0xCBFE	0x5854	# <CJK>
0xCCA1	0x736D	# <CJK>
0xCCA2	0x631E	# <CJK>
0xCCA3	0x8E4B	# <CJK>
0xCCA4	0x8E0F	# <CJK>
0xCCA5	0x80CE	# <CJK>
0xCCA6	0x82D4	# <CJK>
0xCCA7	0x62AC	# <CJK>
0xCCA8	0x53F0	# <CJK>
0xCCA9	0x6CF0	# <CJK>
0xCCAA	0x915E	# <CJK>
0xCCAB	0x592A	# <CJK>
0xCCAC	0x6001	# <CJK>
0xCCAD	0x6C70	# <CJK>
0xCCAE	0x574D	# <CJK>
0xCCAF	0x644A	# <CJK>
0xCCB0	0x8D2A	# <CJK>
0xCCB1	0x762B	# <CJK>
0xCCB2	0x6EE9	# <CJK>
0xCCB3	0x575B	# <CJK>
0xCCB4	0x6A80	# <CJK>
0xCCB5	0x75F0	# <CJK>
0xCCB6	0x6F6D	# <CJK>
0xCCB7	0x8C2D	# <CJK>
0xCCB8	0x8C08	# <CJK>
0xCCB9	0x5766	# <CJK>
0xCCBA	0x6BEF	# <CJK>
0xCCBB	0x8892	# <CJK>
0xCCBC	0x78B3	# <CJK>
0xCCBD	0x63A2	# <CJK>
0xCCBE	0x53F9	# <CJK>
0xCCBF	0x70AD	# <CJK>
0xCCC0	0x6C64	# <CJK>
0xCCC1	0x5858	# <CJK>
0xCCC2	0x642A	# <CJK>
0xCCC3	0x5802	# <CJK>
0xCCC4	0x68E0	# <CJK>
0xCCC5	0x819B	# <CJK>
0xCCC6	0x5510	# <CJK>
0xCCC7	0x7CD6	# <CJK>
0xCCC8	0x5018	# <CJK>
0xCCC9	0x8EBA	# <CJK>
0xCCCA	0x6DCC	# <CJK>
0xCCCB	0x8D9F	# <CJK>
0xCCCC	0x70EB	# <CJK>
0xCCCD	0x638F	# <CJK>
0xCCCE	0x6D9B	# <CJK>
0xCCCF	0x6ED4	# <CJK>
0xCCD0	0x7EE6	# <CJK>
0xCCD1	0x8404	# <CJK>
0xCCD2	0x6843	# <CJK>
0xCCD3	0x9003	# <CJK>
0xCCD4	0x6DD8	# <CJK>
0xCCD5	0x9676	# <CJK>
0xCCD6	0x8BA8	# <CJK>
0xCCD7	0x5957	# <CJK>
0xCCD8	0x7279	# <CJK>
0xCCD9	0x85E4	# <CJK>
0xCCDA	0x817E	# <CJK>
0xCCDB	0x75BC	# <CJK>
0xCCDC	0x8A8A	# <CJK>
0xCCDD	0x68AF	# <CJK>
0xCCDE	0x5254	# <CJK>
0xCCDF	0x8E22	# <CJK>
0xCCE0	0x9511	# <CJK>
0xCCE1	0x63D0	# <CJK>
0xCCE2	0x9898	# <CJK>
0xCCE3	0x8E44	# <CJK>
0xCCE4	0x557C	# <CJK>
0xCCE5	0x4F53	# <CJK>
0xCCE6	0x66FF	# <CJK>
0xCCE7	0x568F	# <CJK>
0xCCE8	0x60D5	# <CJK>
0xCCE9	0x6D95	# <CJK>
0xCCEA	0x5243	# <CJK>
0xCCEB	0x5C49	# <CJK>
0xCCEC	0x5929	# <CJK>
0xCCED	0x6DFB	# <CJK>
0xCCEE	0x586B	# <CJK>
0xCCEF	0x7530	# <CJK>
0xCCF0	0x751C	# <CJK>
0xCCF1	0x606C	# <CJK>
0xCCF2	0x8214	# <CJK>
0xCCF3	0x8146	# <CJK>
0xCCF4	0x6311	# <CJK>
0xCCF5	0x6761	# <CJK>
0xCCF6	0x8FE2	# <CJK>
0xCCF7	0x773A	# <CJK>
0xCCF8	0x8DF3	# <CJK>
0xCCF9	0x8D34	# <CJK>
0xCCFA	0x94C1	# <CJK>
0xCCFB	0x5E16	# <CJK>
0xCCFC	0x5385	# <CJK>
0xCCFD	0x542C	# <CJK>
0xCCFE	0x70C3	# <CJK>
0xCDA1	0x6C40	# <CJK>
0xCDA2	0x5EF7	# <CJK>
0xCDA3	0x505C	# <CJK>
0xCDA4	0x4EAD	# <CJK>
0xCDA5	0x5EAD	# <CJK>
0xCDA6	0x633A	# <CJK>
0xCDA7	0x8247	# <CJK>
0xCDA8	0x901A	# <CJK>
0xCDA9	0x6850	# <CJK>
0xCDAA	0x916E	# <CJK>
0xCDAB	0x77B3	# <CJK>
0xCDAC	0x540C	# <CJK>
0xCDAD	0x94DC	# <CJK>
0xCDAE	0x5F64	# <CJK>
0xCDAF	0x7AE5	# <CJK>
0xCDB0	0x6876	# <CJK>
0xCDB1	0x6345	# <CJK>
0xCDB2	0x7B52	# <CJK>
0xCDB3	0x7EDF	# <CJK>
0xCDB4	0x75DB	# <CJK>
0xCDB5	0x5077	# <CJK>
0xCDB6	0x6295	# <CJK>
0xCDB7	0x5934	# <CJK>
0xCDB8	0x900F	# <CJK>
0xCDB9	0x51F8	# <CJK>
0xCDBA	0x79C3	# <CJK>
0xCDBB	0x7A81	# <CJK>
0xCDBC	0x56FE	# <CJK>
0xCDBD	0x5F92	# <CJK>
0xCDBE	0x9014	# <CJK>
0xCDBF	0x6D82	# <CJK>
0xCDC0	0x5C60	# <CJK>
0xCDC1	0x571F	# <CJK>
0xCDC2	0x5410	# <CJK>
0xCDC3	0x5154	# <CJK>
0xCDC4	0x6E4D	# <CJK>
0xCDC5	0x56E2	# <CJK>
0xCDC6	0x63A8	# <CJK>
0xCDC7	0x9893	# <CJK>
0xCDC8	0x817F	# <CJK>
0xCDC9	0x8715	# <CJK>
0xCDCA	0x892A	# <CJK>
0xCDCB	0x9000	# <CJK>
0xCDCC	0x541E	# <CJK>
0xCDCD	0x5C6F	# <CJK>
0xCDCE	0x81C0	# <CJK>
0xCDCF	0x62D6	# <CJK>
0xCDD0	0x6258	# <CJK>
0xCDD1	0x8131	# <CJK>
0xCDD2	0x9E35	# <CJK>
0xCDD3	0x9640	# <CJK>
0xCDD4	0x9A6E	# <CJK>
0xCDD5	0x9A7C	# <CJK>
0xCDD6	0x692D	# <CJK>
0xCDD7	0x59A5	# <CJK>
0xCDD8	0x62D3	# <CJK>
0xCDD9	0x553E	# <CJK>
0xCDDA	0x6316	# <CJK>
0xCDDB	0x54C7	# <CJK>
0xCDDC	0x86D9	# <CJK>
0xCDDD	0x6D3C	# <CJK>
0xCDDE	0x5A03	# <CJK>
0xCDDF	0x74E6	# <CJK>
0xCDE0	0x889C	# <CJK>
0xCDE1	0x6B6A	# <CJK>
0xCDE2	0x5916	# <CJK>
0xCDE3	0x8C4C	# <CJK>
0xCDE4	0x5F2F	# <CJK>
0xCDE5	0x6E7E	# <CJK>
0xCDE6	0x73A9	# <CJK>
0xCDE7	0x987D	# <CJK>
0xCDE8	0x4E38	# <CJK>
0xCDE9	0x70F7	# <CJK>
0xCDEA	0x5B8C	# <CJK>
0xCDEB	0x7897	# <CJK>
0xCDEC	0x633D	# <CJK>
0xCDED	0x665A	# <CJK>
0xCDEE	0x7696	# <CJK>
0xCDEF	0x60CB	# <CJK>
0xCDF0	0x5B9B	# <CJK>
0xCDF1	0x5A49	# <CJK>
0xCDF2	0x4E07	# <CJK>
0xCDF3	0x8155	# <CJK>
0xCDF4	0x6C6A	# <CJK>
0xCDF5	0x738B	# <CJK>
0xCDF6	0x4EA1	# <CJK>
0xCDF7	0x6789	# <CJK>
0xCDF8	0x7F51	# <CJK>
0xCDF9	0x5F80	# <CJK>
0xCDFA	0x65FA	# <CJK>
0xCDFB	0x671B	# <CJK>
0xCDFC	0x5FD8	# <CJK>
0xCDFD	0x5984	# <CJK>
0xCDFE	0x5A01	# <CJK>
0xCEA1	0x5DCD	# <CJK>
0xCEA2	0x5FAE	# <CJK>
0xCEA3	0x5371	# <CJK>
0xCEA4	0x97E6	# <CJK>
0xCEA5	0x8FDD	# <CJK>
0xCEA6	0x6845	# <CJK>
0xCEA7	0x56F4	# <CJK>
0xCEA8	0x552F	# <CJK>
0xCEA9	0x60DF	# <CJK>
0xCEAA	0x4E3A	# <CJK>
0xCEAB	0x6F4D	# <CJK>
0xCEAC	0x7EF4	# <CJK>
0xCEAD	0x82C7	# <CJK>
0xCEAE	0x840E	# <CJK>
0xCEAF	0x59D4	# <CJK>
0xCEB0	0x4F1F	# <CJK>
0xCEB1	0x4F2A	# <CJK>
0xCEB2	0x5C3E	# <CJK>
0xCEB3	0x7EAC	# <CJK>
0xCEB4	0x672A	# <CJK>
0xCEB5	0x851A	# <CJK>
0xCEB6	0x5473	# <CJK>
0xCEB7	0x754F	# <CJK>
0xCEB8	0x80C3	# <CJK>
0xCEB9	0x5582	# <CJK>
0xCEBA	0x9B4F	# <CJK>
0xCEBB	0x4F4D	# <CJK>
0xCEBC	0x6E2D	# <CJK>
0xCEBD	0x8C13	# <CJK>
0xCEBE	0x5C09	# <CJK>
0xCEBF	0x6170	# <CJK>
0xCEC0	0x536B	# <CJK>
0xCEC1	0x761F	# <CJK>
0xCEC2	0x6E29	# <CJK>
0xCEC3	0x868A	# <CJK>
0xCEC4	0x6587	# <CJK>
0xCEC5	0x95FB	# <CJK>
0xCEC6	0x7EB9	# <CJK>
0xCEC7	0x543B	# <CJK>
0xCEC8	0x7A33	# <CJK>
0xCEC9	0x7D0A	# <CJK>
0xCECA	0x95EE	# <CJK>
0xCECB	0x55E1	# <CJK>
0xCECC	0x7FC1	# <CJK>
0xCECD	0x74EE	# <CJK>
0xCECE	0x631D	# <CJK>
0xCECF	0x8717	# <CJK>
0xCED0	0x6DA1	# <CJK>
0xCED1	0x7A9D	# <CJK>
0xCED2	0x6211	# <CJK>
0xCED3	0x65A1	# <CJK>
0xCED4	0x5367	# <CJK>
0xCED5	0x63E1	# <CJK>
0xCED6	0x6C83	# <CJK>
0xCED7	0x5DEB	# <CJK>
0xCED8	0x545C	# <CJK>
0xCED9	0x94A8	# <CJK>
0xCEDA	0x4E4C	# <CJK>
0xCEDB	0x6C61	# <CJK>
0xCEDC	0x8BEC	# <CJK>
0xCEDD	0x5C4B	# <CJK>
0xCEDE	0x65E0	# <CJK>
0xCEDF	0x829C	# <CJK>
0xCEE0	0x68A7	# <CJK>
0xCEE1	0x543E	# <CJK>
0xCEE2	0x5434	# <CJK>
0xCEE3	0x6BCB	# <CJK>
0xCEE4	0x6B66	# <CJK>
0xCEE5	0x4E94	# <CJK>
0xCEE6	0x6342	# <CJK>
0xCEE7	0x5348	# <CJK>
0xCEE8	0x821E	# <CJK>
0xCEE9	0x4F0D	# <CJK>
0xCEEA	0x4FAE	# <CJK>
0xCEEB	0x575E	# <CJK>
0xCEEC	0x620A	# <CJK>
0xCEED	0x96FE	# <CJK>
0xCEEE	0x6664	# <CJK>
0xCEEF	0x7269	# <CJK>
0xCEF0	0x52FF	# <CJK>
0xCEF1	0x52A1	# <CJK>
0xCEF2	0x609F	# <CJK>
0xCEF3	0x8BEF	# <CJK>
0xCEF4	0x6614	# <CJK>
0xCEF5	0x7199	# <CJK>
0xCEF6	0x6790	# <CJK>
0xCEF7	0x897F	# <CJK>
0xCEF8	0x7852	# <CJK>
0xCEF9	0x77FD	# <CJK>
0xCEFA	0x6670	# <CJK>
0xCEFB	0x563B	# <CJK>
0xCEFC	0x5438	# <CJK>
0xCEFD	0x9521	# <CJK>
0xCEFE	0x727A	# <CJK>
0xCFA1	0x7A00	# <CJK>
0xCFA2	0x606F	# <CJK>
0xCFA3	0x5E0C	# <CJK>
0xCFA4	0x6089	# <CJK>
0xCFA5	0x819D	# <CJK>
0xCFA6	0x5915	# <CJK>
0xCFA7	0x60DC	# <CJK>
0xCFA8	0x7184	# <CJK>
0xCFA9	0x70EF	# <CJK>
0xCFAA	0x6EAA	# <CJK>
0xCFAB	0x6C50	# <CJK>
0xCFAC	0x7280	# <CJK>
0xCFAD	0x6A84	# <CJK>
0xCFAE	0x88AD	# <CJK>
0xCFAF	0x5E2D	# <CJK>
0xCFB0	0x4E60	# <CJK>
0xCFB1	0x5AB3	# <CJK>
0xCFB2	0x559C	# <CJK>
0xCFB3	0x94E3	# <CJK>
0xCFB4	0x6D17	# <CJK>
0xCFB5	0x7CFB	# <CJK>
0xCFB6	0x9699	# <CJK>
0xCFB7	0x620F	# <CJK>
0xCFB8	0x7EC6	# <CJK>
0xCFB9	0x778E	# <CJK>
0xCFBA	0x867E	# <CJK>
0xCFBB	0x5323	# <CJK>
0xCFBC	0x971E	# <CJK>
0xCFBD	0x8F96	# <CJK>
0xCFBE	0x6687	# <CJK>
0xCFBF	0x5CE1	# <CJK>
0xCFC0	0x4FA0	# <CJK>
0xCFC1	0x72ED	# <CJK>
0xCFC2	0x4E0B	# <CJK>
0xCFC3	0x53A6	# <CJK>
0xCFC4	0x590F	# <CJK>
0xCFC5	0x5413	# <CJK>
0xCFC6	0x6380	# <CJK>
0xCFC7	0x9528	# <CJK>
0xCFC8	0x5148	# <CJK>
0xCFC9	0x4ED9	# <CJK>
0xCFCA	0x9C9C	# <CJK>
0xCFCB	0x7EA4	# <CJK>
0xCFCC	0x54B8	# <CJK>
0xCFCD	0x8D24	# <CJK>
0xCFCE	0x8854	# <CJK>
0xCFCF	0x8237	# <CJK>
0xCFD0	0x95F2	# <CJK>
0xCFD1	0x6D8E	# <CJK>
0xCFD2	0x5F26	# <CJK>
0xCFD3	0x5ACC	# <CJK>
0xCFD4	0x663E	# <CJK>
0xCFD5	0x9669	# <CJK>
0xCFD6	0x73B0	# <CJK>
0xCFD7	0x732E	# <CJK>
0xCFD8	0x53BF	# <CJK>
0xCFD9	0x817A	# <CJK>
0xCFDA	0x9985	# <CJK>
0xCFDB	0x7FA1	# <CJK>
0xCFDC	0x5BAA	# <CJK>
0xCFDD	0x9677	# <CJK>
0xCFDE	0x9650	# <CJK>
0xCFDF	0x7EBF	# <CJK>
0xCFE0	0x76F8	# <CJK>
0xCFE1	0x53A2	# <CJK>
0xCFE2	0x9576	# <CJK>
0xCFE3	0x9999	# <CJK>
0xCFE4	0x7BB1	# <CJK>
0xCFE5	0x8944	# <CJK>
0xCFE6	0x6E58	# <CJK>
0xCFE7	0x4E61	# <CJK>
0xCFE8	0x7FD4	# <CJK>
0xCFE9	0x7965	# <CJK>
0xCFEA	0x8BE6	# <CJK>
0xCFEB	0x60F3	# <CJK>
0xCFEC	0x54CD	# <CJK>
0xCFED	0x4EAB	# <CJK>
0xCFEE	0x9879	# <CJK>
0xCFEF	0x5DF7	# <CJK>
0xCFF0	0x6A61	# <CJK>
0xCFF1	0x50CF	# <CJK>
0xCFF2	0x5411	# <CJK>
0xCFF3	0x8C61	# <CJK>
0xCFF4	0x8427	# <CJK>
0xCFF5	0x785D	# <CJK>
0xCFF6	0x9704	# <CJK>
0xCFF7	0x524A	# <CJK>
0xCFF8	0x54EE	# <CJK>
0xCFF9	0x56A3	# <CJK>
0xCFFA	0x9500	# <CJK>
0xCFFB	0x6D88	# <CJK>
0xCFFC	0x5BB5	# <CJK>
0xCFFD	0x6DC6	# <CJK>
0xCFFE	0x6653	# <CJK>
0xD0A1	0x5C0F	# <CJK>
0xD0A2	0x5B5D	# <CJK>
0xD0A3	0x6821	# <CJK>
0xD0A4	0x8096	# <CJK>
0xD0A5	0x5578	# <CJK>
0xD0A6	0x7B11	# <CJK>
0xD0A7	0x6548	# <CJK>
0xD0A8	0x6954	# <CJK>
0xD0A9	0x4E9B	# <CJK>
0xD0AA	0x6B47	# <CJK>
0xD0AB	0x874E	# <CJK>
0xD0AC	0x978B	# <CJK>
0xD0AD	0x534F	# <CJK>
0xD0AE	0x631F	# <CJK>
0xD0AF	0x643A	# <CJK>
0xD0B0	0x90AA	# <CJK>
0xD0B1	0x659C	# <CJK>
0xD0B2	0x80C1	# <CJK>
0xD0B3	0x8C10	# <CJK>
0xD0B4	0x5199	# <CJK>
0xD0B5	0x68B0	# <CJK>
0xD0B6	0x5378	# <CJK>
0xD0B7	0x87F9	# <CJK>
0xD0B8	0x61C8	# <CJK>
0xD0B9	0x6CC4	# <CJK>
0xD0BA	0x6CFB	# <CJK>
0xD0BB	0x8C22	# <CJK>
0xD0BC	0x5C51	# <CJK>
0xD0BD	0x85AA	# <CJK>
0xD0BE	0x82AF	# <CJK>
0xD0BF	0x950C	# <CJK>
0xD0C0	0x6B23	# <CJK>
0xD0C1	0x8F9B	# <CJK>
0xD0C2	0x65B0	# <CJK>
0xD0C3	0x5FFB	# <CJK>
0xD0C4	0x5FC3	# <CJK>
0xD0C5	0x4FE1	# <CJK>
0xD0C6	0x8845	# <CJK>
0xD0C7	0x661F	# <CJK>
0xD0C8	0x8165	# <CJK>
0xD0C9	0x7329	# <CJK>
0xD0CA	0x60FA	# <CJK>
0xD0CB	0x5174	# <CJK>
0xD0CC	0x5211	# <CJK>
0xD0CD	0x578B	# <CJK>
0xD0CE	0x5F62	# <CJK>
0xD0CF	0x90A2	# <CJK>
0xD0D0	0x884C	# <CJK>
0xD0D1	0x9192	# <CJK>
0xD0D2	0x5E78	# <CJK>
0xD0D3	0x674F	# <CJK>
0xD0D4	0x6027	# <CJK>
0xD0D5	0x59D3	# <CJK>
0xD0D6	0x5144	# <CJK>
0xD0D7	0x51F6	# <CJK>
0xD0D8	0x80F8	# <CJK>
0xD0D9	0x5308	# <CJK>
0xD0DA	0x6C79	# <CJK>
0xD0DB	0x96C4	# <CJK>
0xD0DC	0x718A	# <CJK>
0xD0DD	0x4F11	# <CJK>
0xD0DE	0x4FEE	# <CJK>
0xD0DF	0x7F9E	# <CJK>
0xD0E0	0x673D	# <CJK>
0xD0E1	0x55C5	# <CJK>
0xD0E2	0x9508	# <CJK>
0xD0E3	0x79C0	# <CJK>
0xD0E4	0x8896	# <CJK>
0xD0E5	0x7EE3	# <CJK>
0xD0E6	0x589F	# <CJK>
0xD0E7	0x620C	# <CJK>
0xD0E8	0x9700	# <CJK>
0xD0E9	0x865A	# <CJK>
0xD0EA	0x5618	# <CJK>
0xD0EB	0x987B	# <CJK>
0xD0EC	0x5F90	# <CJK>
0xD0ED	0x8BB8	# <CJK>
0xD0EE	0x84C4	# <CJK>
0xD0EF	0x9157	# <CJK>
0xD0F0	0x53D9	# <CJK>
0xD0F1	0x65ED	# <CJK>
