#
# $FreeBSD$
#
#	Name:             GB2312-80 to Unicode table (complete, hex format)
#	Unicode version:  3.0
#	Table version:    1.0
#	Table format:     Format A
#	Date:             1999 October 8
#	Author:           Ken Whistler <kenw@sybase.com>
#       Original authors: Glenn Adams, John H. Jenkin <jenkins@apple.com>
#
#	Copyright (c) 1991-1999 Unicode, Inc.  All Rights reserved.
#
#	This file is provided as-is by Unicode, Inc. (The Unicode Consortium).
#	No claims are made as to fitness for any particular purpose.  No
#	warranties of any kind are expressed or implied.  The recipient
#	agrees to determine applicability of information provided.  If this
#	file has been provided on optical media by Unicode, Inc., the sole
#	remedy for any claim will be exchange of defective media within 90
#	days of receipt.
#
#	Unicode, Inc. hereby grants the right to freely use the information
#	supplied in this file in the creation of products supporting the
#	Unicode Standard, and to make copies of this file in any form for
#	internal or external distribution as long as this notice remains
#	attached.
#
#	General notes:
#
#	This table contains the datathe Unicode Consortium currently has on how
#       GB2312-80 characters map into Unicode.
#
#	Format:  Three tab-separated columns
#		 Column #1 is the GB2312 code (in hex as 0xXXXX)
#		 Column #2 is the Unicode (in hex as 0xXXXX)
#		 Column #3 the Unicode name (follows a comment sign, '#')
#					The official names for Unicode characters U+4E00
#					to U+9FA5, inclusive, is "CJK UNIFIED IDEOGRAPH-XXXX",
#					where XXXX is the code point.  Including all these
#					names in this file increases its size substantially
#					and needlessly.  The token "<CJK>" is used for the
#					name of these characters.  If necessary, it can be
#					expanded algorithmically by a parser or editor.
#
#	The entries are in GB2312 order
#
#	The following algorithms can be used to change the hex form
#		of GB2312 to other standard forms:
#
#		To change hex to EUC form, add 0x8080
#		To change hex to kuten form, first subtract 0x2020.  Then
#			the high and low bytes correspond to the ku and ten of
#			the kuten form.  For example, 0x2121 -> 0x0101 -> 0101;
#			0x777E -> 0x575E -> 8794
#
#	Version history
#	1.0 version updates 0.0d2 version by correcting mapping for 0x212C
#             from U+2225 to U+2016.
#
#	Updated versions of this file may be found in:
#		<ftp://ftp.unicode.org/Public/MAPPINGS/>
#
#	Any comments or problems, contact <errata@unicode.orgm>
#	Please note that <errata@unicode.org> is an archival address;
#	notices will be checked, but do not expect an immediate response.
#
#
0x2121	0x3000	# IDEOGRAPHIC SPACE
0x492D	0x68EE	# <CJK>
0x492E	0x50E7	# <CJK>
0x492F	0x838E	# <CJK>
0x4930	0x7802	# <CJK>
0x4931	0x6740	# <CJK>
0x4932	0x5239	# <CJK>
0x4933	0x6C99	# <CJK>
0x4934	0x7EB1	# <CJK>
0x4935	0x50BB	# <CJK>
0x4936	0x5565	# <CJK>
0x4937	0x715E	# <CJK>
0x4938	0x7B5B	# <CJK>
0x4939	0x6652	# <CJK>
0x493A	0x73CA	# <CJK>
0x493B	0x82EB	# <CJK>
0x493C	0x6749	# <CJK>
0x493D	0x5C71	# <CJK>
0x493E	0x5220	# <CJK>
0x493F	0x717D	# <CJK>
0x4940	0x886B	# <CJK>
0x4941	0x95EA	# <CJK>
0x4942	0x9655	# <CJK>
0x4943	0x64C5	# <CJK>
0x4944	0x8D61	# <CJK>
0x4945	0x81B3	# <CJK>
0x4946	0x5584	# <CJK>
0x4947	0x6C55	# <CJK>
0x4948	0x6247	# <CJK>
0x4949	0x7F2E	# <CJK>
0x494A	0x5892	# <CJK>
0x494B	0x4F24	# <CJK>
0x494C	0x5546	# <CJK>
0x494D	0x8D4F	# <CJK>
0x494E	0x664C	# <CJK>
0x494F	0x4E0A	# <CJK>
0x4950	0x5C1A	# <CJK>
0x4951	0x88F3	# <CJK>
0x4952	0x68A2	# <CJK>
0x4953	0x634E	# <CJK>
0x4954	0x7A0D	# <CJK>
0x4955	0x70E7	# <CJK>
0x4956	0x828D	# <CJK>
0x4957	0x52FA	# <CJK>
0x4958	0x97F6	# <CJK>
0x4959	0x5C11	# <CJK>
0x495A	0x54E8	# <CJK>
0x495B	0x90B5	# <CJK>
0x495C	0x7ECD	# <CJK>
0x495D	0x5962	# <CJK>
0x495E	0x8D4A	# <CJK>
0x495F	0x86C7	# <CJK>
0x4960	0x820C	# <CJK>
0x4961	0x820D	# <CJK>
0x4962	0x8D66	# <CJK>
0x4963	0x6444	# <CJK>
0x4964	0x5C04	# <CJK>
0x4965	0x6151	# <CJK>
0x4966	0x6D89	# <CJK>
0x4967	0x793E	# <CJK>
0x4968	0x8BBE	# <CJK>
0x4969	0x7837	# <CJK>
0x496A	0x7533	# <CJK>
0x496B	0x547B	# <CJK>
0x496C	0x4F38	# <CJK>
0x496D	0x8EAB	# <CJK>
0x496E	0x6DF1	# <CJK>
0x496F	0x5A20	# <CJK>
0x4970	0x7EC5	# <CJK>
0x4971	0x795E	# <CJK>
0x4972	0x6C88	# <CJK>
0x4973	0x5BA1	# <CJK>
0x4974	0x5A76	# <CJK>
0x4975	0x751A	# <CJK>
0x4976	0x80BE	# <CJK>
0x4977	0x614E	# <CJK>
0x4978	0x6E17	# <CJK>
0x4979	0x58F0	# <CJK>
0x497A	0x751F	# <CJK>
0x497B	0x7525	# <CJK>
0x497C	0x7272	# <CJK>
0x497D	0x5347	# <CJK>
0x497E	0x7EF3	# <CJK>
0x4A21	0x7701	# <CJK>
0x4A22	0x76DB	# <CJK>
0x4A23	0x5269	# <CJK>
0x4A24	0x80DC	# <CJK>
0x4A25	0x5723	# <CJK>
0x4A26	0x5E08	# <CJK>
0x4A27	0x5931	# <CJK>
0x4A28	0x72EE	# <CJK>
0x4A29	0x65BD	# <CJK>
0x4A2A	0x6E7F	# <CJK>
0x4A2B	0x8BD7	# <CJK>
0x4A2C	0x5C38	# <CJK>
0x4A2D	0x8671	# <CJK>
0x4A2E	0x5341	# <CJK>
0x4A2F	0x77F3	# <CJK>
0x4A30	0x62FE	# <CJK>
0x4A31	0x65F6	# <CJK>
0x4A32	0x4EC0	# <CJK>
0x4A33	0x98DF	# <CJK>
0x4A34	0x8680	# <CJK>
0x4A35	0x5B9E	# <CJK>
0x4A36	0x8BC6	# <CJK>
0x4A37	0x53F2	# <CJK>
0x4A38	0x77E2	# <CJK>
0x4A39	0x4F7F	# <CJK>
0x4A3A	0x5C4E	# <CJK>
0x4A3B	0x9A76	# <CJK>
0x4A3C	0x59CB	# <CJK>
0x4A3D	0x5F0F	# <CJK>
0x4A3E	0x793A	# <CJK>
0x4A3F	0x58EB	# <CJK>
0x4A40	0x4E16	# <CJK>
0x4A41	0x67FF	# <CJK>
0x4A42	0x4E8B	# <CJK>
0x4A43	0x62ED	# <CJK>
0x4A44	0x8A93	# <CJK>
0x4A45	0x901D	# <CJK>
0x4A46	0x52BF	# <CJK>
0x4A47	0x662F	# <CJK>
0x4A48	0x55DC	# <CJK>
0x4A49	0x566C	# <CJK>
0x4A4A	0x9002	# <CJK>
0x4A4B	0x4ED5	# <CJK>
0x4A4C	0x4F8D	# <CJK>
0x4A4D	0x91CA	# <CJK>
0x4A4E	0x9970	# <CJK>
0x4A4F	0x6C0F	# <CJK>
0x4A50	0x5E02	# <CJK>
0x4A51	0x6043	# <CJK>
0x4A52	0x5BA4	# <CJK>
0x4A53	0x89C6	# <CJK>
0x4A54	0x8BD5	# <CJK>
0x4A55	0x6536	# <CJK>
0x4A56	0x624B	# <CJK>
0x4A57	0x9996	# <CJK>
0x4A58	0x5B88	# <CJK>
0x4A59	0x5BFF	# <CJK>
0x4A5A	0x6388	# <CJK>
0x4A5B	0x552E	# <CJK>
0x4A5C	0x53D7	# <CJK>
0x4A5D	0x7626	# <CJK>
0x4A5E	0x517D	# <CJK>
0x4A5F	0x852C	# <CJK>
0x4A60	0x67A2	# <CJK>
0x4A61	0x68B3	# <CJK>
0x4A62	0x6B8A	# <CJK>
0x4A63	0x6292	# <CJK>
0x4A64	0x8F93	# <CJK>
0x4A65	0x53D4	# <CJK>
0x4A66	0x8212	# <CJK>
0x4A67	0x6DD1	# <CJK>
0x4A68	0x758F	# <CJK>
0x4A69	0x4E66	# <CJK>
0x4A6A	0x8D4E	# <CJK>
0x4A6B	0x5B70	# <CJK>
0x4A6C	0x719F	# <CJK>
0x4A6D	0x85AF	# <CJK>
0x4A6E	0x6691	# <CJK>
0x4A6F	0x66D9	# <CJK>
0x4A70	0x7F72	# <CJK>
0x4A71	0x8700	# <CJK>
0x4A72	0x9ECD	# <CJK>
0x4A73	0x9F20	# <CJK>
0x4A74	0x5C5E	# <CJK>
0x4A75	0x672F	# <CJK>
0x4A76	0x8FF0	# <CJK>
0x4A77	0x6811	# <CJK>
0x4A78	0x675F	# <CJK>
0x4A79	0x620D	# <CJK>
0x4A7A	0x7AD6	# <CJK>
0x4A7B	0x5885	# <CJK>
0x4A7C	0x5EB6	# <CJK>
0x4A7D	0x6570	# <CJK>
0x4A7E	0x6F31	# <CJK>
0x4B21	0x6055	# <CJK>
0x4B22	0x5237	# <CJK>
0x4B23	0x800D	# <CJK>
0x4B24	0x6454	# <CJK>
0x4B25	0x8870	# <CJK>
0x4B26	0x7529	# <CJK>
0x4B27	0x5E05	# <CJK>
0x4B28	0x6813	# <CJK>
0x4B29	0x62F4	# <CJK>
0x4B2A	0x971C	# <CJK>
0x4B2B	0x53CC	# <CJK>
0x4B2C	0x723D	# <CJK>
0x4B2D	0x8C01	# <CJK>
0x4B2E	0x6C34	# <CJK>
0x4B2F	0x7761	# <CJK>
0x4B30	0x7A0E	# <CJK>
0x4B31	0x542E	# <CJK>
0x4B32	0x77AC	# <CJK>
0x4B33	0x987A	# <CJK>
0x4B34	0x821C	# <CJK>
0x4B35	0x8BF4	# <CJK>
0x4B36	0x7855	# <CJK>
0x4B37	0x6714	# <CJK>
0x4B38	0x70C1	# <CJK>
0x4B39	0x65AF	# <CJK>
0x4B3A	0x6495	# <CJK>
0x4B3B	0x5636	# <CJK>
0x4B3C	0x601D	# <CJK>
0x4B3D	0x79C1	# <CJK>
0x4B3E	0x53F8	# <CJK>
0x4B3F	0x4E1D	# <CJK>
0x4B40	0x6B7B	# <CJK>
0x4B41	0x8086	# <CJK>
0x4B42	0x5BFA	# <CJK>
0x4B43	0x55E3	# <CJK>
0x4B44	0x56DB	# <CJK>
0x4B45	0x4F3A	# <CJK>
0x4B46	0x4F3C	# <CJK>
0x4B47	0x9972	# <CJK>
0x4B48	0x5DF3	# <CJK>
0x4B49	0x677E	# <CJK>
0x4B4A	0x8038	# <CJK>
0x4B4B	0x6002	# <CJK>
0x4B4C	0x9882	# <CJK>
0x4B4D	0x9001	# <CJK>
0x4B4E	0x5B8B	# <CJK>
0x4B4F	0x8BBC	# <CJK>
0x4B50	0x8BF5	# <CJK>
0x4B51	0x641C	# <CJK>
0x4B52	0x8258	# <CJK>
0x4B53	0x64DE	# <CJK>
0x4B54	0x55FD	# <CJK>
0x4B55	0x82CF	# <CJK>
0x4B56	0x9165	# <CJK>
0x4B57	0x4FD7	# <CJK>
0x4B58	0x7D20	# <CJK>
0x4B59	0x901F	# <CJK>
0x4B5A	0x7C9F	# <CJK>
0x4B5B	0x50F3	# <CJK>
0x4B5C	0x5851	# <CJK>
0x4B5D	0x6EAF	# <CJK>
0x4B5E	0x5BBF	# <CJK>
0x4B5F	0x8BC9	# <CJK>
0x4B60	0x8083	# <CJK>
0x4B61	0x9178	# <CJK>
0x4B62	0x849C	# <CJK>
0x4B63	0x7B97	# <CJK>
0x4B64	0x867D	# <CJK>
0x4B65	0x968B	# <CJK>
0x4B66	0x968F	# <CJK>
0x4B67	0x7EE5	# <CJK>
0x4B68	0x9AD3	# <CJK>
0x4B69	0x788E	# <CJK>
0x4B6A	0x5C81	# <CJK>
0x4B6B	0x7A57	# <CJK>
0x4B6C	0x9042	# <CJK>
0x4B6D	0x96A7	# <CJK>
0x4B6E	0x795F	# <CJK>
0x4B6F	0x5B59	# <CJK>
0x4B70	0x635F	# <CJK>
0x4B71	0x7B0B	# <CJK>
0x4B72	0x84D1	# <CJK>
0x4B73	0x68AD	# <CJK>
0x4B74	0x5506	# <CJK>
0x4B75	0x7F29	# <CJK>
0x4B76	0x7410	# <CJK>
0x4B77	0x7D22	# <CJK>
0x4B78	0x9501	# <CJK>
0x4B79	0x6240	# <CJK>
0x4B7A	0x584C	# <CJK>
0x4B7B	0x4ED6	# <CJK>
0x4B7C	0x5B83	# <CJK>
0x4B7D	0x5979	# <CJK>
0x4B7E	0x5854	# <CJK>
0x4C21	0x736D	# <CJK>
0x4C22	0x631E	# <CJK>
0x4C23	0x8E4B	# <CJK>
0x4C24	0x8E0F	# <CJK>
0x4C25	0x80CE	# <CJK>
0x4C26	0x82D4	# <CJK>
0x4C27	0x62AC	# <CJK>
0x4C28	0x53F0	# <CJK>
0x4C29	0x6CF0	# <CJK>
0x4C2A	0x915E	# <CJK>
0x4C2B	0x592A	# <CJK>
0x4C2C	0x6001	# <CJK>
0x4C2D	0x6C70	# <CJK>
0x4C2E	0x574D	# <CJK>
0x4C2F	0x644A	# <CJK>
0x4C30	0x8D2A	# <CJK>
0x4C31	0x762B	# <CJK>
0x4C32	0x6EE9	# <CJK>
0x4C33	0x575B	# <CJK>
0x4C34	0x6A80	# <CJK>
0x4C35	0x75F0	# <CJK>
0x4C36	0x6F6D	# <CJK>
0x4C37	0x8C2D	# <CJK>
0x4C38	0x8C08	# <CJK>
0x4C39	0x5766	# <CJK>
0x4C3A	0x6BEF	# <CJK>
0x4C3B	0x8892	# <CJK>
0x4C3C	0x78B3	# <CJK>
0x4C3D	0x63A2	# <CJK>
0x4C3E	0x53F9	# <CJK>
0x4C3F	0x70AD	# <CJK>
0x4C40	0x6C64	# <CJK>
0x4C41	0x5858	# <CJK>
0x4C42	0x642A	# <CJK>
0x4C43	0x5802	# <CJK>
0x4C44	0x68E0	# <CJK>
0x4C45	0x819B	# <CJK>
0x4C46	0x5510	# <CJK>
0x4C47	0x7CD6	# <CJK>
0x4C48	0x5018	# <CJK>
0x4C49	0x8EBA	# <CJK>
0x4C4A	0x6DCC	# <CJK>
0x4C4B	0x8D9F	# <CJK>
0x4C4C	0x70EB	# <CJK>
0x4C4D	0x638F	# <CJK>
0x4C4E	0x6D9B	# <CJK>
0x4C4F	0x6ED4	# <CJK>
0x4C50	0x7EE6	# <CJK>
0x4C51	0x8404	# <CJK>
0x4C52	0x6843	# <CJK>
0x4C53	0x9003	# <CJK>
0x4C54	0x6DD8	# <CJK>
0x4C55	0x9676	# <CJK>
0x4C56	0x8BA8	# <CJK>
0x4C57	0x5957	# <CJK>
0x4C58	0x7279	# <CJK>
0x4C59	0x85E4	# <CJK>
0x4C5A	0x817E	# <CJK>
0x4C5B	0x75BC	# <CJK>
0x4C5C	0x8A8A	# <CJK>
0x4C5D	0x68AF	# <CJK>
0x4C5E	0x5254	# <CJK>
0x4C5F	0x8E22	# <CJK>
0x4C60	0x9511	# <CJK>
0x4C61	0x63D0	# <CJK>
0x4C62	0x9898	# <CJK>
0x4C63	0x8E44	# <CJK>
0x4C64	0x557C	# <CJK>
0x4C65	0x4F53	# <CJK>
0x4C66	0x66FF	# <CJK>
0x4C67	0x568F	# <CJK>
0x4C68	0x60D5	# <CJK>
0x4C69	0x6D95	# <CJK>
0x4C6A	0x5243	# <CJK>
0x4C6B	0x5C49	# <CJK>
0x4C6C	0x5929	# <CJK>
0x4C6D	0x6DFB	# <CJK>
0x4C6E	0x586B	# <CJK>
0x4C6F	0x7530	# <CJK>
0x4C70	0x751C	# <CJK>
0x4C71	0x606C	# <CJK>
0x4C72	0x8214	# <CJK>
0x4C73	0x8146	# <CJK>
0x4C74	0x6311	# <CJK>
0x4C75	0x6761	# <CJK>
0x4C76	0x8FE2	# <CJK>
0x4C77	0x773A	# <CJK>
0x4C78	0x8DF3	# <CJK>
0x4C79	0x8D34	# <CJK>
0x4C7A	0x94C1	# <CJK>
0x4C7B	0x5E16	# <CJK>
0x4C7C	0x5385	# <CJK>
0x4C7D	0x542C	# <CJK>
0x4C7E	0x70C3	# <CJK>
0x4D21	0x6C40	# <CJK>
0x4D22	0x5EF7	# <CJK>
0x4D23	0x505C	# <CJK>
0x4D24	0x4EAD	# <CJK>
0x4D25	0x5EAD	# <CJK>
0x4D26	0x633A	# <CJK>
0x4D27	0x8247	# <CJK>
0x4D28	0x901A	# <CJK>
0x4D29	0x6850	# <CJK>
0x4D2A	0x916E	# <CJK>
0x4D2B	0x77B3	# <CJK>
0x4D2C	0x540C	# <CJK>
0x4D2D	0x94DC	# <CJK>
0x4D2E	0x5F64	# <CJK>
0x4D2F	0x7AE5	# <CJK>
0x4D30	0x6876	# <CJK>
0x4D31	0x6345	# <CJK>
0x4D32	0x7B52	# <CJK>
0x4D33	0x7EDF	# <CJK>
0x4D34	0x75DB	# <CJK>
0x4D35	0x5077	# <CJK>
0x4D36	0x6295	# <CJK>
0x4D37	0x5934	# <CJK>
0x4D38	0x900F	# <CJK>
0x4D39	0x51F8	# <CJK>
0x4D3A	0x79C3	# <CJK>
0x4D3B	0x7A81	# <CJK>
0x4D3C	0x56FE	# <CJK>
0x4D3D	0x5F92	# <CJK>
0x4D3E	0x9014	# <CJK>
0x4D3F	0x6D82	# <CJK>
0x4D40	0x5C60	# <CJK>
0x4D41	0x571F	# <CJK>
0x4D42	0x5410	# <CJK>
0x4D43	0x5154	# <CJK>
0x4D44	0x6E4D	# <CJK>
0x4D45	0x56E2	# <CJK>
0x4D46	0x63A8	# <CJK>
0x4D47	0x9893	# <CJK>
0x4D48	0x817F	# <CJK>
0x4D49	0x8715	# <CJK>
0x4D4A	0x892A	# <CJK>
0x4D4B	0x9000	# <CJK>
0x4D4C	0x541E	# <CJK>
0x4D4D	0x5C6F	# <CJK>
0x4D4E	0x81C0	# <CJK>
0x4D4F	0x62D6	# <CJK>
0x4D50	0x6258	# <CJK>
0x4D51	0x8131	# <CJK>
0x4D52	0x9E35	# <CJK>
0x4D53	0x9640	# <CJK>
0x4D54	0x9A6E	# <CJK>
0x4D55	0x9A7C	# <CJK>
0x4D56	0x692D	# <CJK>
0x4D57	0x59A5	# <CJK>
0x4D58	0x62D3	# <CJK>
0x4D59	0x553E	# <CJK>
0x4D5A	0x6316	# <CJK>
0x4D5B	0x54C7	# <CJK>
0x4D5C	0x86D9	# <CJK>
0x4D5D	0x6D3C	# <CJK>
0x4D5E	0x5A03	# <CJK>
0x4D5F	0x74E6	# <CJK>
0x4D60	0x889C	# <CJK>
0x4D61	0x6B6A	# <CJK>
0x4D62	0x5916	# <CJK>
0x4D63	0x8C4C	# <CJK>
0x4D64	0x5F2F	# <CJK>
0x4D65	0x6E7E	# <CJK>
0x4D66	0x73A9	# <CJK>
0x4D67	0x987D	# <CJK>
0x4D68	0x4E38	# <CJK>
0x4D69	0x70F7	# <CJK>
0x4D6A	0x5B8C	# <CJK>
0x4D6B	0x7897	# <CJK>
0x4D6C	0x633D	# <CJK>
0x4D6D	0x665A	# <CJK>
0x4D6E	0x7696	# <CJK>
0x4D6F	0x60CB	# <CJK>
0x4D70	0x5B9B	# <CJK>
0x4D71	0x5A49	# <CJK>
0x4D72	0x4E07	# <CJK>
0x4D73	0x8155	# <CJK>
0x4D74	0x6C6A	# <CJK>
0x4D75	0x738B	# <CJK>
0x4D76	0x4EA1	# <CJK>
0x4D77	0x6789	# <CJK>
0x4D78	0x7F51	# <CJK>
0x4D79	0x5F80	# <CJK>
0x4D7A	0x65FA	# <CJK>
0x4D7B	0x671B	# <CJK>
0x4D7C	0x5FD8	# <CJK>
0x4D7D	0x5984	# <CJK>
0x4D7E	0x5A01	# <CJK>
0x4E21	0x5DCD	# <CJK>
0x4E22	0x5FAE	# <CJK>
0x4E23	0x5371	# <CJK>
0x4E24	0x97E6	# <CJK>
0x4E25	0x8FDD	# <CJK>
0x4E26	0x6845	# <CJK>
0x4E27	0x56F4	# <CJK>
0x4E28	0x552F	# <CJK>
0x4E29	0x60DF	# <CJK>
0x4E2A	0x4E3A	# <CJK>
0x4E2B	0x6F4D	# <CJK>
0x4E2C	0x7EF4	# <CJK>
0x4E2D	0x82C7	# <CJK>
0x4E2E	0x840E	# <CJK>
0x4E2F	0x59D4	# <CJK>
0x4E30	0x4F1F	# <CJK>
0x4E31	0x4F2A	# <CJK>
0x4E32	0x5C3E	# <CJK>
0x4E33	0x7EAC	# <CJK>
0x4E34	0x672A	# <CJK>
0x4E35	0x851A	# <CJK>
0x4E36	0x5473	# <CJK>
0x4E37	0x754F	# <CJK>
0x4E38	0x80C3	# <CJK>
0x4E39	0x5582	# <CJK>
0x4E3A	0x9B4F	# <CJK>
0x4E3B	0x4F4D	# <CJK>
0x4E3C	0x6E2D	# <CJK>
0x4E3D	0x8C13	# <CJK>
0x4E3E	0x5C09	# <CJK>
0x4E3F	0x6170	# <CJK>
0x4E40	0x536B	# <CJK>
0x4E41	0x761F	# <CJK>
0x4E42	0x6E29	# <CJK>
0x4E43	0x868A	# <CJK>
0x4E44	0x6587	# <CJK>
0x4E45	0x95FB	# <CJK>
0x4E46	0x7EB9	# <CJK>
0x4E47	0x543B	# <CJK>
0x4E48	0x7A33	# <CJK>
0x4E49	0x7D0A	# <CJK>
0x4E4A	0x95EE	# <CJK>
0x4E4B	0x55E1	# <CJK>
0x4E4C	0x7FC1	# <CJK>
0x4E4D	0x74EE	# <CJK>
0x4E4E	0x631D	# <CJK>
0x4E4F	0x8717	# <CJK>
0x4E50	0x6DA1	# <CJK>
0x4E51	0x7A9D	# <CJK>
0x4E52	0x6211	# <CJK>
0x4E53	0x65A1	# <CJK>
0x4E54	0x5367	# <CJK>
0x4E55	0x63E1	# <CJK>
0x4E56	0x6C83	# <CJK>
0x4E57	0x5DEB	# <CJK>
0x4E58	0x545C	# <CJK>
0x4E59	0x94A8	# <CJK>
0x4E5A	0x4E4C	# <CJK>
0x4E5B	0x6C61	# <CJK>
0x4E5C	0x8BEC	# <CJK>
0x4E5D	0x5C4B	# <CJK>
0x4E5E	0x65E0	# <CJK>
0x4E5F	0x829C	# <CJK>
0x4E60	0x68A7	# <CJK>
0x4E61	0x543E	# <CJK>
0x4E62	0x5434	# <CJK>
0x4E63	0x6BCB	# <CJK>
0x4E64	0x6B66	# <CJK>
0x4E65	0x4E94	# <CJK>
0x4E66	0x6342	# <CJK>
0x4E67	0x5348	# <CJK>
0x4E68	0x821E	# <CJK>
0x4E69	0x4F0D	# <CJK>
0x4E6A	0x4FAE	# <CJK>
0x4E6B	0x575E	# <CJK>
0x4E6C	0x620A	# <CJK>
0x4E6D	0x96FE	# <CJK>
0x4E6E	0x6664	# <CJK>
0x4E6F	0x7269	# <CJK>
0x4E70	0x52FF	# <CJK>
0x4E71	0x52A1	# <CJK>
0x4E72	0x609F	# <CJK>
0x4E73	0x8BEF	# <CJK>
0x4E74	0x6614	# <CJK>
0x4E75	0x7199	# <CJK>
0x4E76	0x6790	# <CJK>
0x4E77	0x897F	# <CJK>
0x4E78	0x7852	# <CJK>
0x4E79	0x77FD	# <CJK>
0x4E7A	0x6670	# <CJK>
0x4E7B	0x563B	# <CJK>
0x4E7C	0x5438	# <CJK>
0x4E7D	0x9521	# <CJK>
0x4E7E	0x727A	# <CJK>
0x4F21	0x7A00	# <CJK>
0x4F22	0x606F	# <CJK>
0x4F23	0x5E0C	# <CJK>
0x4F24	0x6089	# <CJK>
0x4F25	0x819D	# <CJK>
0x4F26	0x5915	# <CJK>
0x4F27	0x60DC	# <CJK>
0x4F28	0x7184	# <CJK>
0x4F29	0x70EF	# <CJK>
0x4F2A	0x6EAA	# <CJK>
0x4F2B	0x6C50	# <CJK>
0x4F2C	0x7280	# <CJK>
0x4F2D	0x6A84	# <CJK>
0x4F2E	0x88AD	# <CJK>
0x4F2F	0x5E2D	# <CJK>
0x4F30	0x4E60	# <CJK>
0x4F31	0x5AB3	# <CJK>
0x4F32	0x559C	# <CJK>
0x4F33	0x94E3	# <CJK>
0x4F34	0x6D17	# <CJK>
0x4F35	0x7CFB	# <CJK>
0x4F36	0x9699	# <CJK>
0x4F37	0x620F	# <CJK>
0x4F38	0x7EC6	# <CJK>
0x4F39	0x778E	# <CJK>
0x4F3A	0x867E	# <CJK>
0x4F3B	0x5323	# <CJK>
0x4F3C	0x971E	# <CJK>
0x4F3D	0x8F96	# <CJK>
0x4F3E	0x6687	# <CJK>
0x4F3F	0x5CE1	# <CJK>
0x4F40	0x4FA0	# <CJK>
0x4F41	0x72ED	# <CJK>
0x4F42	0x4E0B	# <CJK>
0x4F43	0x53A6	# <CJK>
0x4F44	0x590F	# <CJK>
0x4F45	0x5413	# <CJK>
0x4F46	0x6380	# <CJK>
0x4F47	0x9528	# <CJK>
0x4F48	0x5148	# <CJK>
0x4F49	0x4ED9	# <CJK>
0x4F4A	0x9C9C	# <CJK>
0x4F4B	0x7EA4	# <CJK>
0x4F4C	0x54B8	# <CJK>
0x4F4D	0x8D24	# <CJK>
0x4F4E	0x8854	# <CJK>
0x4F4F	0x8237	# <CJK>
0x4F50	0x95F2	# <CJK>
0x4F51	0x6D8E	# <CJK>
0x4F52	0x5F26	# <CJK>
0x4F53	0x5ACC	# <CJK>
0x4F54	0x663E	# <CJK>
0x4F55	0x9669	# <CJK>
0x4F56	0x73B0	# <CJK>
0x4F57	0x732E	# <CJK>
0x4F58	0x53BF	# <CJK>
0x4F59	0x817A	# <CJK>
0x4F5A	0x9985	# <CJK>
0x4F5B	0x7FA1	# <CJK>
0x4F5C	0x5BAA	# <CJK>
0x4F5D	0x9677	# <CJK>
0x4F5E	0x9650	# <CJK>
0x4F5F	0x7EBF	# <CJK>
0x4F60	0x76F8	# <CJK>
0x4F61	0x53A2	# <CJK>
0x4F62	0x9576	# <CJK>
0x4F63	0x9999	# <CJK>
0x4F64	0x7BB1	# <CJK>
0x4F65	0x8944	# <CJK>
0x4F66	0x6E58	# <CJK>
0x4F67	0x4E61	# <CJK>
0x4F68	0x7FD4	# <CJK>
0x4F69	0x7965	# <CJK>
0x4F6A	0x8BE6	# <CJK>
0x4F6B	0x60F3	# <CJK>
0x4F6C	0x54CD	# <CJK>
0x4F6D	0x4EAB	# <CJK>
0x4F6E	0x9879	# <CJK>
0x4F6F	0x5DF7	# <CJK>
0x4F70	0x6A61	# <CJK>
0x4F71	0x50CF	# <CJK>
0x4F72	0x5411	# <CJK>
0x4F73	0x8C61	# <CJK>
0x4F74	0x8427	# <CJK>
0x4F75	0x785D	# <CJK>
0x4F76	0x9704	# <CJK>
0x4F77	0x524A	# <CJK>
0x4F78	0x54EE	# <CJK>
0x4F79	0x56A3	# <CJK>
0x4F7A	0x9500	# <CJK>
0x4F7B	0x6D88	# <CJK>
0x4F7C	0x5BB5	# <CJK>
0x4F7D	0x6DC6	# <CJK>
0x4F7E	0x6653	# <CJK>
0x5021	0x5C0F	# <CJK>
0x5022	0x5B5D	# <CJK>
0x5023	0x6821	# <CJK>
0x5024	0x8096	# <CJK>
0x5025	0x5578	# <CJK>
0x5026	0x7B11	# <CJK>
0x5027	0x6548	# <CJK>
0x5028	0x6954	# <CJK>
0x5029	0x4E9B	# <CJK>
0x502A	0x6B47	# <CJK>
0x502B	0x874E	# <CJK>
0x502C	0x978B	# <CJK>
0x502D	0x534F	# <CJK>
0x502E	0x631F	# <CJK>
0x502F	0x643A	# <CJK>
0x5030	0x90AA	# <CJK>
0x5031	0x659C	# <CJK>
0x5032	0x80C1	# <CJK>
0x5033	0x8C10	# <CJK>
0x5034	0x5199	# <CJK>
0x5035	0x68B0	# <CJK>
0x5036	0x5378	# <CJK>
0x5037	0x87F9	# <CJK>
0x5038	0x61C8	# <CJK>
0x5039	0x6CC4	# <CJK>
0x503A	0x6CFB	# <CJK>
0x503B	0x8C22	# <CJK>
0x503C	0x5C51	# <CJK>
0x503D	0x85AA	# <CJK>
0x503E	0x82AF	# <CJK>
0x503F	0x950C	# <CJK>
0x5040	0x6B23	# <CJK>
0x5041	0x8F9B	# <CJK>
0x5042	0x65B0	# <CJK>
